Black,Hispanic,Female,Amount,MPHover,Age,OutTown,OutState,StatePol
0,1,0,125,15,66,1,1,1
0,0,1,,12,43,0,0,1
0,0,0,,10,34,1,0,0
0,0,1,75,10,21,1,1,1
0,0,0,,15,70,1,1,1
0,0,0,,9,38,1,1,1
0,0,1,,11,43,1,0,0
0,0,1,,9,45,1,1,1
0,0,0,175,20,31,1,1,1
0,0,0,75,10,39,1,1,1
0,0,0,,12,29,1,0,1
0,0,1,60,11,46,1,1,0
0,0,0,,9,59,1,1,1
0,0,0,125,16,49,1,1,0
0,0,0,75,10,49,1,1,1
0,0,0,60,11,31,1,0,0
0,0,0,75,10,54,1,1,1
0,0,0,,10,67,1,1,1
0,0,1,,10,19,1,0,0
0,0,0,,10,54,1,0,0
0,0,0,100,15,20,1,1,0
0,0,0,145,17,56,1,0,1
0,0,0,165,19,34,1,0,1
0,0,0,50,10,37,1,0,0
0,0,0,,9,55,1,0,1
0,0,1,75,10,25,1,1,1
0,0,1,,10,23,1,0,1
0,0,1,135,16,35,1,1,1
0,0,1,,10,24,0,0,1
0,0,1,,10,77,1,0,0
0,0,0,140,19,22,1,1,0
0,0,1,75,16,51,1,0,0
0,0,0,175,20,18,1,1,0
0,0,0,75,10,54,1,0,1
0,0,0,75,10,41,1,1,1
0,0,0,75,10,50,1,0,0
0,0,0,105,13,22,1,1,1
0,0,0,75,15,35,1,1,1
0,0,0,,10,20,0,0,0
0,0,1,,10,20,1,0,1
0,0,0,,12,25,1,0,1
0,0,0,120,28,25,0,0,0
0,0,1,115,14,35,1,0,1
0,0,0,100,25,22,1,0,0
0,0,0,130,18,48,1,0,0
1,0,0,,10,43,1,0,1
0,0,0,225,25,19,1,0,0
0,0,0,,18,49,1,0,0
0,0,0,,13,36,1,0,0
0,0,0,185,21,54,1,0,0
0,0,1,75,10,23,1,0,1
0,0,0,130,30,21,1,0,0
0,0,0,,10,22,1,0,0
0,0,0,285,31,20,1,0,0
0,0,0,180,23,22,1,0,0
0,0,0,,10,28,0,0,1
0,0,1,,15,28,0,0,0
0,0,0,,15,25,0,0,0
0,0,0,,15,38,1,0,0
0,1,0,50,28,38,1,0,0
0,0,1,,17,22,1,0,0
0,0,0,,14,21,1,0,0
0,1,0,195,16,21,1,0,0
0,0,0,,15,37,1,0,0
0,0,0,,15,22,1,0,0
0,0,0,50,16,17,1,0,0
0,0,1,,15,21,1,0,0
0,0,0,,16,26,0,0,0
0,0,0,150,20,23,0,0,0
0,0,1,,18,55,0,0,0
0,0,0,,15,54,1,0,0
0,0,1,,17,23,1,0,0
0,0,1,,15,35,1,0,0
0,0,0,,15,47,1,0,0
0,0,0,,18,17,0,0,0
0,0,0,,14,22,1,1,0
0,0,0,,15,39,1,0,0
0,0,0,,15,17,0,0,1
0,1,0,,20,36,1,0,0
0,0,0,,15,39,1,0,0
0,0,0,50,17,28,0,0,0
0,0,0,105,13,24,0,0,1
0,0,0,,13,50,0,0,0
0,0,0,,12,55,0,0,0
0,0,0,175,20,32,1,0,0
0,0,1,,10,42,1,0,1
0,0,0,175,20,43,1,0,0
0,0,1,,10,24,1,0,1
0,0,1,,18,22,0,0,0
0,0,0,,15,19,0,0,0
0,0,1,,15,38,1,0,0
0,0,1,,15,33,1,0,0
0,0,1,,10,22,1,1,1
0,1,0,115,14,20,1,0,0
0,0,1,,11,19,0,0,0
0,0,0,,18,23,1,0,0
0,0,0,,12,46,1,0,0
0,0,1,,15,48,1,1,0
0,0,1,,15,23,1,0,0
0,0,0,,13,59,1,0,0
0,0,0,,14,60,1,1,0
0,0,1,,13,56,1,0,0
0,0,0,,15,51,1,0,0
0,0,1,,17,35,1,0,1
0,0,0,75,10,56,1,0,0
0,0,0,,10,65,1,0,0
0,0,0,,10,45,1,0,0
0,0,0,75,10,37,1,0,0
0,0,0,,10,24,1,1,0
0,0,0,,10,47,1,1,0
0,0,1,,11,37,1,0,0
0,0,0,75,10,46,1,0,0
0,0,1,,11,40,1,0,0
0,0,0,75,10,61,1,0,0
1,0,0,115,14,50,1,0,0
0,0,1,100,15,27,1,0,0
0,0,0,,11,34,1,0,0
0,0,0,,15,66,0,0,1
0,0,1,75,10,32,1,0,0
0,0,0,,14,56,1,0,0
0,0,0,125,10,38,1,1,0
0,0,0,,12,36,1,1,0
0,0,1,75,10,53,1,0,0
0,0,0,,15,20,1,1,0
0,0,0,125,15,53,1,1,0
0,0,0,85,20,25,1,0,1
0,0,0,50,10,23,1,0,1
0,0,0,,15,37,1,0,0
0,0,0,,10,65,1,0,0
0,0,1,,14,27,1,0,0
0,0,0,,10,47,0,0,0
0,0,1,50,10,28,1,1,0
0,0,0,,11,38,1,0,0
0,0,0,85,11,29,1,0,0
0,0,0,,12,17,0,0,0
0,0,0,,14,41,1,0,0
0,0,0,,13,26,1,0,0
0,0,0,,15,34,1,0,0
0,0,1,,11,68,1,0,0
0,0,1,,11,37,0,0,0
0,0,1,,14,41,1,1,0
0,0,0,75,10,47,1,0,0
0,0,1,,14,27,0,0,0
0,0,1,,12,53,1,1,0
0,0,0,,14,50,1,0,0
0,0,1,,10,21,1,0,0
0,0,0,,12,20,0,0,0
0,0,1,,14,51,1,1,0
0,0,1,,12,28,1,0,0
0,0,0,115,14,25,0,0,0
0,0,0,75,10,27,1,0,0
0,0,1,,15,21,1,0,0
0,0,0,75,10,26,1,0,0
0,0,0,135,26,20,1,0,0
0,0,0,,12,18,1,0,0
0,0,0,,11,50,1,0,0
0,0,1,,10,48,1,0,0
0,0,1,,15,58,0,0,0
0,0,1,,12,31,0,0,0
1,0,0,,12,34,1,1,0
0,0,0,,11,36,1,0,0
0,0,0,,14,17,0,0,0
0,0,1,,13,42,1,1,0
0,0,0,,10,18,0,0,0
0,0,1,,14,57,1,0,0
0,0,0,,12,45,1,0,0
0,0,0,,10,53,1,0,0
0,0,0,,12,31,1,0,0
0,0,1,,14,20,1,0,0
0,0,0,,13,52,1,0,0
0,0,1,,15,32,1,1,0
0,0,1,,14,56,1,0,0
0,0,0,,14,37,1,0,0
0,0,1,,13,45,1,0,1
0,0,1,,10,34,1,0,0
0,0,1,,11,32,1,0,0
0,0,0,75,10,21,1,0,0
0,0,0,,15,22,1,1,0
0,0,0,,10,20,1,0,0
0,0,1,,15,65,1,0,0
0,0,0,,10,24,1,0,0
0,0,1,50,10,23,1,0,0
0,0,0,,11,26,1,0,0
0,0,0,,12,20,1,0,0
0,0,0,50,10,47,1,1,0
0,0,0,75,10,26,1,0,0
0,0,1,,15,44,0,0,0
0,0,1,,11,37,1,0,0
0,0,1,,10,24,1,0,0
0,0,1,,13,27,1,0,0
0,0,0,,14,33,0,0,0
0,0,0,,14,24,1,0,0
0,0,1,,13,42,1,0,0
0,0,0,,11,22,1,1,0
0,0,1,,13,38,1,0,0
0,0,0,,11,22,1,0,0
0,0,0,,10,52,1,0,1
0,0,0,,15,24,1,1,0
0,0,1,,13,52,1,0,0
0,0,0,,12,66,0,0,0
0,0,0,75,9,58,1,0,1
1,0,0,,14,46,1,0,0
0,0,1,,10,18,1,0,0
0,0,1,,11,29,1,0,0
0,0,0,,10,31,1,0,0
0,0,1,,14,30,1,1,0
0,0,1,,14,18,1,0,0
0,0,0,,13,35,1,0,0
0,0,0,50,10,40,1,0,1
0,0,1,,10,27,1,0,0
0,0,1,,12,82,1,0,0
0,0,1,195,25,49,1,1,1
0,0,1,75,16,20,1,0,0
0,0,1,125,15,26,1,0,1
0,0,0,75,10,66,1,0,0
0,0,0,50,10,22,1,0,0
0,0,1,50,10,43,1,0,0
0,0,0,75,10,67,1,0,0
0,0,1,,14,51,0,0,0
0,0,1,,10,18,1,0,0
0,1,0,50,10,40,0,0,0
0,0,1,,13,45,0,0,0
0,0,0,,14,39,1,0,0
0,0,1,75,10,19,1,0,1
1,0,0,,10,20,1,0,0
0,0,1,,10,46,1,0,0
0,0,1,,10,61,1,0,0
0,0,0,,13,39,1,0,0
0,0,0,175,20,35,1,0,0
0,0,0,75,10,25,1,0,0
1,0,0,125,15,25,1,0,0
0,0,1,,15,23,1,0,0
0,0,1,50,10,40,1,0,0
0,0,1,,14,57,1,0,0
0,0,0,75,10,54,1,1,0
0,0,0,,11,23,1,1,0
0,0,0,,15,37,1,0,0
0,0,1,,12,33,1,0,0
0,0,0,,12,65,1,0,0
0,0,1,,13,62,1,0,0
0,0,0,,10,25,1,1,0
0,0,0,75,10,70,1,1,0
0,0,1,,12,52,1,0,0
0,0,1,,15,48,1,0,0
0,0,1,,14,39,0,0,0
0,0,0,,15,30,1,0,1
0,0,1,,9,38,1,0,0
0,0,0,,13,49,1,0,0
0,0,0,,14,30,1,1,0
0,1,0,155,18,25,1,0,1
0,0,1,,15,63,1,0,0
0,0,1,,10,45,1,0,0
0,0,0,,13,39,1,0,0
0,0,1,,15,21,1,0,0
0,0,1,,11,32,1,0,0
0,0,0,,12,55,1,1,0
0,0,0,,15,25,0,0,0
0,0,1,,11,33,0,0,0
1,0,0,,12,25,1,0,0
0,0,1,,14,25,1,0,0
0,0,0,,13,17,1,0,0
0,0,0,,10,51,1,0,0
0,0,1,,15,45,0,0,0
0,0,1,,15,23,1,0,0
0,0,0,,14,32,1,0,0
0,0,0,,13,64,1,0,0
0,0,1,,9,28,1,0,0
0,0,1,,14,44,1,0,0
0,0,0,,15,47,1,1,1
0,0,1,,10,23,1,0,1
0,0,1,,11,41,1,0,0
0,0,0,75,10,49,1,0,0
0,0,1,,15,32,1,1,0
0,0,1,,11,47,1,0,0
0,0,1,,16,49,1,0,0
0,0,0,,6,50,1,0,0
0,0,0,,14,51,1,0,0
0,1,1,75,18,57,1,1,0
0,0,0,,14,31,1,0,0
0,0,0,75,24,30,1,0,0
0,0,0,,14,41,1,0,0
0,0,1,,11,52,1,0,0
0,0,0,75,10,21,1,0,0
0,0,0,,13,61,1,0,0
0,0,1,,15,49,1,0,0
0,0,1,,15,33,1,0,0
0,0,1,75,10,58,1,0,0
0,0,0,,13,61,1,0,0
0,0,0,75,10,39,1,0,0
0,0,0,,12,32,1,0,0
0,0,0,,13,22,0,0,0
0,0,1,,10,28,1,1,0
0,0,0,75,15,45,1,0,0
0,0,0,,11,25,1,0,0
0,0,1,75,15,23,1,0,0
0,0,0,,15,18,0,0,0
0,0,0,,15,29,1,0,0
0,0,1,,15,37,1,0,0
0,0,1,,10,17,1,0,1
0,0,1,,11,39,0,0,0
0,0,1,,14,30,1,0,0
0,0,1,75,10,66,1,0,0
0,0,0,,13,19,1,1,0
0,0,0,,12,41,1,1,0
0,0,1,75,10,45,1,0,0
0,0,1,,15,21,1,0,0
0,0,1,75,10,17,1,0,0
0,0,0,75,10,28,1,1,0
0,0,0,,14,67,1,1,0
0,0,0,75,10,22,1,0,0
0,0,1,,10,30,0,0,0
0,0,0,125,15,18,1,0,0
0,0,0,,13,41,1,1,0
0,0,1,,10,22,1,0,0
0,0,0,75,10,36,1,0,0
0,0,0,75,10,33,1,0,0
0,0,1,,9,24,1,0,1
0,0,0,75,10,58,1,1,0
0,0,0,,10,44,1,0,0
0,0,0,125,15,36,1,1,0
0,0,1,,11,34,0,0,0
0,0,1,,12,63,1,1,0
0,0,1,,15,30,0,0,0
0,0,0,,10,36,1,0,0
0,0,0,,15,34,1,0,0
0,0,1,,11,43,1,0,0
0,0,1,,11,18,1,1,0
0,0,0,,14,33,1,1,0
0,0,1,,10,21,1,0,0
0,0,0,,13,18,1,0,0
0,0,0,,14,36,1,0,0
0,0,1,75,10,41,1,0,0
0,1,1,,13,32,1,0,0
0,0,1,,13,36,0,0,0
0,1,0,75,10,45,0,0,0
0,0,0,125,15,36,1,1,0
0,0,0,,12,27,1,0,0
0,0,0,,14,25,0,0,0
0,0,1,,14,23,1,0,0
0,0,1,50,10,39,0,0,0
0,0,1,,11,56,1,0,0
0,0,0,,12,62,1,0,0
0,0,1,,15,53,0,0,0
0,0,1,,15,28,0,0,0
0,0,0,,12,19,0,0,0
0,0,1,,12,41,1,0,0
1,0,0,,14,57,1,0,0
0,0,1,,14,39,1,0,0
0,0,0,,12,39,0,0,0
0,0,0,,14,27,1,0,0
0,0,1,,13,48,1,0,0
0,0,1,,13,52,1,0,0
0,0,1,75,10,33,0,0,0
0,0,0,,15,38,1,0,0
0,0,1,,11,48,1,0,0
0,0,0,,15,19,1,0,0
0,0,1,,13,51,1,0,0
0,0,0,75,10,29,1,1,0
0,0,1,,12,31,1,0,0
0,0,1,75,10,19,1,0,0
0,0,1,,13,19,1,1,0
0,0,1,125,15,35,1,0,0
0,0,1,,12,26,1,0,0
0,0,1,,12,44,1,0,0
0,0,1,,13,45,1,0,0
1,0,0,,14,45,1,0,1
0,0,1,,12,40,1,0,0
0,0,1,,11,60,1,0,0
0,0,0,,11,29,1,0,0
0,0,0,,12,55,1,0,0
0,0,0,75,17,27,1,0,1
0,0,1,,13,46,1,0,0
0,0,0,,10,56,1,0,0
0,0,0,75,10,46,1,1,0
0,0,1,,14,47,1,0,0
0,0,0,125,15,40,1,0,0
0,0,1,,14,30,1,1,0
0,0,1,,13,32,1,0,0
0,0,0,75,10,42,0,0,0
0,0,1,,14,45,1,0,0
0,0,1,,10,31,1,0,0
0,0,0,,10,76,1,0,0
1,0,0,75,10,50,1,0,0
0,0,0,,12,61,1,0,0
0,0,1,,12,58,1,0,0
0,0,0,75,10,28,1,0,0
0,0,1,,14,24,1,0,0
0,0,1,,14,44,1,0,0
0,0,1,,11,19,1,0,0
0,0,1,,15,20,0,0,0
0,0,0,,11,39,1,1,0
0,0,0,50,10,24,1,0,0
0,0,1,,10,34,1,0,0
0,0,1,,15,49,1,1,0
0,0,0,,12,27,1,0,0
0,0,1,75,10,58,1,0,0
0,0,0,,14,60,1,0,0
0,0,1,,12,26,1,0,0
0,0,0,125,15,54,1,1,0
0,0,1,,15,55,1,1,0
0,1,0,,9,31,1,1,0
0,0,0,,14,23,1,0,0
0,1,1,,12,23,1,0,0
0,0,0,75,16,28,1,0,1
0,0,1,75,12,38,1,1,0
0,0,1,,14,20,1,0,0
0,0,0,75,10,30,1,0,0
0,0,0,,13,23,1,1,0
0,0,0,,15,43,0,0,0
0,0,1,,11,54,1,0,0
0,0,0,,10,47,1,0,0
0,0,1,,13,59,0,0,0
1,0,1,75,10,29,1,0,0
0,0,0,75,10,54,1,1,0
0,0,1,75,10,20,1,0,0
0,1,0,75,10,38,1,0,0
0,0,1,,10,25,1,0,0
0,0,1,,13,64,1,0,0
0,0,0,,10,36,1,1,0
0,0,0,75,10,40,1,1,0
0,0,0,75,10,19,1,0,0
0,0,1,155,18,20,1,0,1
1,0,0,,14,40,1,0,1
0,0,0,75,10,45,1,0,0
0,0,0,,10,33,1,0,0
0,0,0,,14,31,1,0,0
0,0,1,,12,44,0,0,0
0,0,1,,15,21,1,0,0
0,0,0,75,10,57,1,0,0
0,0,0,,12,19,1,0,0
0,0,1,,14,17,0,0,0
0,0,1,,10,59,0,0,0
0,0,1,,15,20,1,0,0
0,0,0,,13,45,1,0,0
0,0,0,,14,66,1,0,0
0,0,1,,12,30,1,0,0
0,0,1,,13,23,1,0,0
0,0,0,75,15,19,1,0,1
0,0,1,50,10,39,0,0,0
0,0,1,,14,43,1,1,0
0,0,0,75,10,47,1,0,0
0,0,0,,13,17,1,1,0
0,0,0,,10,41,1,0,0
0,0,0,,10,33,1,0,0
1,0,0,,10,52,1,0,0
0,0,0,75,10,57,0,0,0
0,0,1,75,10,30,1,0,0
0,0,1,,13,80,0,0,0
0,0,0,75,15,18,1,0,1
0,0,1,,15,38,1,0,0
0,0,1,,15,18,1,0,0
0,0,0,,12,28,1,0,0
0,0,1,,15,36,1,0,0
0,0,0,,13,45,1,0,0
0,0,1,,12,45,1,0,0
0,0,0,,10,53,1,0,0
0,0,0,75,10,20,1,0,0
0,0,1,,12,38,1,0,0
0,0,0,,12,48,1,0,0
0,0,0,,14,25,1,1,0
0,0,0,75,18,27,1,0,1
0,0,0,,10,57,1,0,0
0,0,0,,15,60,0,0,0
0,0,0,,11,49,0,0,0
0,0,1,,13,44,1,0,0
0,0,1,,13,37,1,0,0
0,0,0,,23,40,1,0,0
1,0,0,,10,33,1,0,1
0,0,0,185,21,25,1,0,1
0,0,1,75,20,18,0,0,0
0,0,1,,16,32,0,0,0
0,0,1,,13,19,1,0,0
0,1,1,125,15,47,1,0,1
0,1,0,195,22,22,1,0,0
1,0,1,100,15,26,0,0,0
0,0,0,135,26,24,1,0,1
0,0,1,175,20,40,1,0,1
0,0,0,,15,33,0,0,0
0,0,0,175,20,35,1,0,1
0,0,0,,19,50,0,0,0
0,0,0,75,23,44,1,0,0
0,1,0,75,10,39,1,0,1
0,0,0,,15,26,0,0,0
0,0,0,85,21,42,1,0,1
0,0,0,145,17,24,1,0,1
0,0,0,185,21,30,1,0,1
0,0,0,245,27,45,1,0,1
0,0,0,75,17,65,1,0,1
0,0,1,,15,32,1,0,1
0,0,0,75,20,22,0,0,1
0,0,1,75,21,21,1,0,1
0,0,1,195,22,22,1,0,1
0,0,0,325,35,44,1,0,1
1,0,0,135,16,56,1,0,0
0,0,0,75,18,24,1,0,0
0,0,1,75,21,30,1,0,0
0,0,0,,20,50,1,0,0
0,1,0,,14,22,0,0,0
0,0,1,,15,28,1,0,0
0,0,0,,15,18,0,0,0
0,0,1,125,15,26,1,0,1
0,0,0,,23,50,1,0,0
1,0,0,125,15,29,1,0,1
0,0,1,,13,74,0,0,0
0,0,0,,17,19,0,0,0
0,0,0,175,20,33,0,0,1
0,0,1,175,20,25,1,0,1
0,0,1,75,20,51,0,0,1
0,0,0,245,27,27,1,1,1
0,0,1,195,22,38,1,1,1
0,1,0,345,37,30,1,1,1
0,0,1,175,20,47,1,0,1
0,1,0,75,10,35,0,0,0
0,0,0,125,15,39,1,0,1
0,1,1,,13,34,0,0,0
1,0,1,105,26,26,1,0,1
0,1,0,,13,26,0,0,0
0,0,0,75,14,24,1,0,0
0,0,0,165,19,45,0,0,0
0,0,0,185,21,51,0,0,1
0,1,0,185,21,29,1,0,1
0,0,0,105,26,58,1,0,1
0,0,0,235,26,21,1,1,1
0,0,1,175,20,17,1,1,1
0,0,0,75,15,53,1,0,0
0,0,1,145,17,31,1,0,0
0,0,1,185,21,48,1,0,1
0,0,1,,15,43,1,0,1
1,0,1,75,20,46,1,0,1
0,1,1,,10,23,0,0,0
0,1,0,115,22,18,1,0,1
0,0,0,,15,35,1,0,0
0,0,0,75,15,18,0,0,0
0,0,0,,20,30,1,0,0
0,0,1,165,19,17,1,0,1
0,0,0,125,15,21,0,0,0
0,0,0,175,20,32,1,0,1
0,0,0,,10,23,1,0,0
1,0,1,125,15,32,1,0,0
0,0,1,175,20,47,1,1,1
0,0,1,215,24,18,1,0,1
0,0,0,105,25,26,1,1,1
0,0,1,155,18,35,1,0,0
0,0,0,225,25,31,1,0,1
0,0,1,95,22,37,1,0,1
0,0,0,205,23,47,1,1,1
0,0,0,75,10,24,1,0,1
0,0,1,75,10,32,1,0,1
0,0,0,130,18,20,1,0,0
0,0,1,,20,17,0,0,0
0,1,1,185,21,22,1,0,1
0,0,1,100,22,21,1,0,0
0,0,0,,9,57,1,0,1
0,0,0,165,19,25,1,1,1
0,0,0,,16,18,1,0,0
0,0,1,115,22,23,1,0,1
0,0,0,,5,24,1,0,1
0,0,0,155,18,45,1,0,1
0,1,1,,20,28,1,0,1
1,0,0,135,26,27,1,0,1
0,0,0,,14,34,0,0,0
0,0,1,155,18,18,1,1,1
0,0,1,75,15,30,1,0,1
0,0,0,,23,43,0,0,0
0,0,0,75,15,29,1,0,0
0,0,0,75,20,42,0,0,0
0,0,0,175,20,46,1,0,1
0,0,1,,13,46,0,0,0
0,0,1,75,18,33,1,1,1
0,0,0,,15,20,0,0,0
0,0,0,95,24,44,1,0,1
0,0,1,185,21,44,1,1,1
0,0,0,195,22,23,1,0,1
0,0,1,245,27,33,1,0,1
0,0,0,,15,23,1,0,1
0,0,0,80,13,30,1,1,1
0,0,1,,15,35,0,0,0
0,0,1,145,17,49,1,0,1
0,0,0,155,18,42,1,0,1
0,0,0,75,16,30,1,0,1
0,0,0,175,28,23,1,0,1
0,0,0,,19,28,0,0,0
0,0,1,125,15,28,1,1,1
0,0,0,100,25,24,1,1,1
0,0,0,,15,33,0,0,0
1,0,0,175,20,22,1,0,1
0,0,0,75,10,23,1,0,1
0,0,1,,15,32,1,1,1
0,0,0,145,17,39,1,1,1
0,0,0,75,10,27,1,0,1
0,0,1,,10,50,1,1,1
0,0,1,75,10,19,1,0,1
0,0,0,210,26,40,1,0,1
0,0,1,135,16,39,1,0,1
0,0,0,,19,33,1,0,0
1,0,0,285,31,26,1,0,1
0,0,0,105,20,40,1,0,1
0,0,1,95,24,21,0,0,1
0,0,0,185,21,34,1,0,1
0,0,0,185,21,47,1,1,1
0,0,1,85,21,27,1,0,1
0,0,1,,8,22,0,0,0
0,0,1,,17,27,1,0,0
0,0,1,125,25,35,0,0,1
0,0,1,,15,72,1,0,0
0,0,0,175,20,21,0,0,0
0,0,0,,15,18,0,0,0
0,1,0,,13,35,0,0,0
0,0,1,125,30,27,1,0,1
0,0,1,75,20,21,1,0,0
0,0,0,100,15,18,1,0,0
0,0,0,,17,49,1,0,1
1,0,0,,10,22,1,0,0
0,0,0,165,19,31,0,0,0
0,0,1,,5,42,1,0,1
0,0,1,75,20,19,0,0,0
1,0,1,105,24,26,1,0,1
0,0,1,75,10,44,1,0,1
0,0,1,175,20,25,1,0,1
0,0,0,,15,24,1,0,0
0,0,1,75,30,40,1,0,1
0,0,0,175,20,49,1,0,1
0,1,0,,19,31,0,0,0
0,0,1,,23,53,0,0,0
0,0,0,175,20,39,1,1,1
0,0,0,75,10,19,1,0,1
0,1,1,125,15,37,1,0,1
0,0,1,,15,27,1,0,1
1,0,0,125,15,25,1,0,1
0,0,0,185,21,25,1,0,1
0,0,0,125,18,25,1,1,1
0,0,0,75,20,52,1,0,1
0,0,0,75,22,18,1,0,1
0,0,1,,13,29,1,0,0
0,0,0,125,15,45,1,0,1
0,0,0,100,15,19,1,0,0
0,0,0,,10,43,1,0,1
0,0,1,,15,17,1,0,0
0,0,0,195,22,26,1,0,1
0,0,1,205,23,35,1,0,1
0,0,1,,12,31,1,0,0
0,0,1,105,20,21,1,1,1
0,0,1,235,26,55,1,0,1
0,0,0,175,20,33,1,0,1
0,0,1,125,15,37,1,0,1
0,0,0,75,20,33,1,1,1
0,0,0,75,10,32,1,0,1
0,0,1,175,20,48,1,0,1
0,0,1,,13,39,1,0,0
0,0,0,235,26,58,1,1,1
0,1,0,145,17,43,0,0,0
0,0,1,175,20,23,1,0,1
0,1,0,75,18,24,0,0,0
0,0,0,125,20,33,1,0,1
0,0,0,185,21,20,1,0,1
0,0,1,75,15,35,1,1,0
0,0,1,165,19,19,0,0,1
0,0,0,185,25,17,0,0,0
0,0,0,135,16,29,1,1,1
0,0,1,,18,32,0,0,0
0,0,1,,20,28,1,0,0
0,0,1,100,15,21,1,0,0
0,0,1,125,15,20,1,0,0
0,1,1,175,34,23,1,0,1
0,0,0,75,18,41,1,0,1
0,0,1,75,20,26,1,0,1
0,0,1,,15,48,1,0,0
0,0,1,,15,64,0,0,0
0,0,0,,6,19,0,0,0
0,0,0,,17,25,0,0,0
0,0,1,,15,34,0,0,0
0,0,1,175,20,45,1,1,1
0,0,1,,13,52,1,0,0
0,0,0,,14,31,0,0,0
0,0,0,150,20,25,1,0,0
0,0,0,235,26,25,1,0,1
0,0,1,175,20,21,1,1,1
0,0,0,105,13,25,1,0,1
0,0,0,125,15,44,1,0,1
0,0,0,195,22,51,1,0,1
0,0,0,125,15,37,1,0,1
0,0,0,175,20,41,1,0,1
0,1,0,,15,23,1,0,0
0,0,1,105,20,20,1,0,1
0,1,0,115,14,33,1,0,0
0,0,0,75,15,53,0,0,0
0,0,0,175,20,23,1,0,1
0,0,0,235,26,25,1,0,1
0,0,1,75,16,37,1,0,0
0,0,0,50,14,43,1,0,0
0,0,1,,18,20,0,0,0
0,0,1,275,30,33,1,0,1
0,0,1,105,22,46,0,0,1
0,0,1,75,10,36,1,0,1
0,0,0,135,27,42,1,0,1
0,0,0,,15,22,0,0,0
0,0,0,,15,48,1,1,1
0,0,1,75,10,38,1,0,1
0,0,0,75,10,51,1,0,1
0,0,1,,15,41,1,0,0
0,0,0,185,21,43,0,0,1
0,0,0,125,15,26,1,1,1
0,0,1,,15,18,1,0,0
0,0,0,75,16,49,0,0,0
0,0,0,125,15,39,1,1,1
0,0,1,75,10,28,1,1,1
0,0,0,,15,40,1,0,1
0,0,0,185,21,31,1,0,1
0,0,0,155,18,47,1,0,0
0,0,0,,20,39,0,0,0
0,0,1,,15,40,0,0,0
0,0,1,,15,17,0,0,0
0,0,0,195,22,24,1,0,1
0,0,1,75,18,22,1,0,1
0,0,0,75,33,19,1,0,1
0,0,0,145,17,20,1,0,1
0,0,0,,13,27,1,0,0
0,0,0,,20,37,1,0,1
0,0,0,,20,31,0,0,0
0,0,0,75,20,33,0,0,0
0,0,0,175,20,21,1,0,1
0,0,1,75,20,19,1,0,0
1,0,1,195,22,42,1,0,1
0,0,0,,20,58,1,1,1
0,0,0,175,20,20,1,0,1
0,0,0,75,14,44,1,0,0
0,0,0,,16,18,0,0,0
0,0,0,205,23,26,1,0,1
0,0,1,225,25,19,1,0,1
0,0,1,75,25,21,1,0,1
0,0,0,,14,33,0,0,0
0,0,0,75,15,37,1,0,1
0,0,1,,10,54,1,0,1
0,0,1,175,20,33,1,0,1
0,0,0,195,22,37,1,1,1
0,0,1,,10,41,1,0,1
0,0,0,165,19,27,1,1,1
0,0,0,145,17,37,1,0,1
0,0,0,265,29,21,1,0,1
0,0,0,,15,44,1,0,1
0,0,0,,5,21,1,1,1
0,0,1,175,20,37,1,1,1
0,0,0,125,15,24,1,0,1
0,0,1,185,21,21,1,0,1
0,0,0,245,27,48,1,1,1
1,0,1,,15,27,0,0,0
0,0,0,75,16,18,0,0,0
0,0,0,75,10,58,1,0,1
0,0,1,125,15,27,1,0,1
0,0,0,175,20,49,1,1,1
0,0,0,50,12,38,0,0,0
0,0,0,265,29,32,1,0,1
0,0,1,,13,30,0,0,0
0,0,1,,12,23,1,0,0
0,0,0,85,19,22,1,0,1
0,0,0,75,15,38,1,0,0
0,0,0,175,20,50,1,1,1
0,0,0,175,20,34,1,0,1
0,0,0,,19,17,0,0,0
0,0,0,,16,38,1,1,0
0,0,1,75,25,52,1,0,0
0,0,1,,10,21,1,0,0
0,0,0,75,20,20,1,0,1
0,0,0,,15,38,0,0,0
0,0,0,185,21,23,1,0,1
0,0,1,185,21,67,0,0,0
0,0,0,,20,18,0,0,0
1,0,0,75,15,29,0,0,0
0,0,0,,17,23,0,0,0
1,0,0,75,23,32,0,0,1
0,0,0,95,21,24,1,0,1
0,0,1,,10,26,1,1,1
0,1,0,145,17,62,1,0,1
0,1,1,75,28,34,1,0,1
0,1,0,75,15,42,1,0,0
0,1,0,75,19,33,0,0,0
0,0,0,175,20,46,1,1,1
0,0,0,165,19,42,1,0,1
0,0,0,,15,54,1,0,1
0,0,0,225,26,42,1,0,1
0,0,1,,15,22,0,0,0
0,1,1,215,24,31,1,0,1
0,0,0,,22,47,1,0,1
0,0,0,,15,22,1,0,1
0,0,0,,24,44,0,0,0
0,0,0,100,15,21,0,0,0
0,0,0,195,22,18,1,1,1
0,0,0,165,19,42,1,0,1
0,0,0,,12,41,1,0,0
1,0,1,195,22,27,1,0,1
0,0,1,75,20,44,1,0,0
0,1,0,75,18,23,0,0,0
0,0,1,125,15,53,1,0,1
0,0,0,205,23,44,1,0,1
0,0,0,75,19,35,1,0,0
0,0,1,75,19,37,1,0,0
0,0,1,175,20,28,1,0,0
0,0,0,155,18,19,0,0,0
1,0,1,,10,36,1,0,0
